unit,year,allocation
France,1970,NATO + Aligned (1.00)
France,1980,NATO + Aligned (1.00)
France,1990,NATO + Aligned (1.00)
France,2000,NATO + Aligned (1.00)
France,2010,NATO + Aligned (1.00)
France,2020,NATO + Aligned (1.00)
Georgia,1750,Other (1.00)
Georgia,1760,Other (1.00)
Georgia,1770,Other (1.00)
Georgia,1780,Other (1.00)
Georgia,1790,Other (1.00)
Georgia,1800,Other (1.00)
Georgia,1810,Other (1.00)
Georgia,1820,Other (1.00)
Georgia,1830,Other (1.00)
Georgia,1840,Other (1.00)
Georgia,1850,Other (1.00)
Georgia,1860,Other (1.00)
Georgia,1870,Other (1.00)
Georgia,1880,Other (1.00)
Georgia,1890,Other (1.00)
Georgia,1900,Other (1.00)
Georgia,1910,Other (1.00)
Georgia,1920,USSR + Aligned (1.00)
Georgia,1930,USSR + Aligned (1.00)
Georgia,1940,USSR + Aligned (1.00)
Georgia,1950,USSR + Aligned (1.00)
Georgia,1960,USSR + Aligned (1.00)
Georgia,1970,USSR + Aligned (1.00)
Georgia,1980,USSR + Aligned (1.00)
Georgia,1990,Other (0.50) / USSR + Aligned (0.50)
Georgia,2000,Other (1.00)
Georgia,2010,Other (1.00)
Georgia,2020,Other (1.00)
Greece,1750,Ottoman Empire (1.00)
Greece,1760,Ottoman Empire (1.00)
Greece,1770,Ottoman Empire (1.00)
Greece,1780,Ottoman Empire (1.00)
Greece,1790,Ottoman Empire (1.00)
Greece,1800,Ottoman Empire (1.00)
Greece,1810,Ottoman Empire (1.00)
Greece,1820,Ottoman Empire (1.00)
Greece,1830,Other (1.00)
Greece,1840,Other (1.00)
Greece,1850,Other (1.00)
Greece,1860,Other (1.00)
Greece,1870,Other (1.00)
Greece,1880,Other (1.00)
Greece,1890,Other (1.00)
Greece,1900,Other (1.00)
Greece,1910,Other (1.00)
Greece,1920,Other (1.00)
Greece,1930,Other (1.00)
Greece,1940,Other (1.00)
Greece,1950,Other (1.00)
Greece,1960,Other (1.00)
Greece,1970,Other (1.00)
Greece,1980,Other (1.00)
Greece,1990,Other (1.00)
Greece,2000,Other (1.00)
Greece,2010,Other (1.00)
Greece,2020,Other (1.00)
Guatemala,1750,Spanish Empire (1.00)
Guatemala,1760,Spanish Empire (1.00)
Guatemala,1770,Spanish Empire (1.00)
Guatemala,1780,Spanish Empire (1.00)
Guatemala,1790,Spanish Empire (1.00)
Guatemala,1800,Spanish Empire (1.00)
Guatemala,1810,Spanish Empire (0.80) / Other (0.20)
Guatemala,1820,Other (0.60) / Spanish Empire (0.40)
Guatemala,1830,Other (1.00)
Guatemala,1840,Other (1.00)
Guatemala,1850,Other (1.00)
Guatemala,1860,Other (1.00)
Guatemala,1870,Other (1.00)
Guatemala,1880,Other (1.00)
Guatemala,1890,Other (1.00)
Guatemala,1900,Other (1.00)
Guatemala,1910,Other (1.00)
Guatemala,1920,Other (1.00)
Guatemala,1930,Other (1.00)
Guatemala,1940,Other (1.00)
Guatemala,1950,Other (1.00)
Guatemala,1960,Other (1.00)
Guatemala,1970,Other (1.00)
Guatemala,1980,Other (1.00)
Guatemala,1990,Other (1.00)
Guatemala,2000,Other (1.00)
Guatemala,2010,Other (1.00)
Guatemala,2020,Other (1.00)
Guinea,1750,Other (1.00)
Guinea,1760,Other (1.00)
Guinea,1770,Other (1.00)
Guinea,1780,Other (1.00)
Guinea,1790,Other (1.00)
Guinea,1800,Other (1.00)
Guinea,1810,Other (1.00)
Guinea,1820,Other (1.00)
Guinea,1830,Other (1.00)
Guinea,1840,Other (1.00)
Guinea,1850,Other (1.00)
Guinea,1860,Other (1.00)
Guinea,1870,Other (1.00)
Guinea,1880,Other (1.00)
Guinea,1890,Other (1.00)
Guinea,1900,French Empire (1.00)
Guinea,1910,French Empire (1.00)
Guinea,1920,French Empire (1.00)
Guinea,1930,French Empire (1.00)
Guinea,1940,French Empire (1.00)
Guinea,1950,French Empire (1.00)
Guinea,1960,French Empire (0.50) / Other (0.50)
Guinea,1970,Other (1.00)
Guinea,1980,Other (1.00)
Guinea,1990,Other (1.00)
Guinea,2000,Other (1.00)
Guinea,2010,Other (1.00)
Guinea,2020,Other (1.00)
Honduras,1750,Spanish Empire (1.00)
Honduras,1760,Spanish Empire (1.00)
Honduras,1770,Spanish Empire (1.00)
Honduras,1780,Spanish Empire (1.00)
Honduras,1790,Spanish Empire (1.00)
Honduras,1800,Spanish Empire (1.00)
Honduras,1810,Spanish Empire (0.80) / Other (0.20)
Honduras,1820,Other (0.60) / Spanish Empire (0.40)
Honduras,1830,Other (1.00)
Honduras,1840,Other (1.00)
Honduras,1850,Other (1.00)
Honduras,1860,Other (1.00)
Honduras,1870,Other (1.00)
Honduras,1880,Other (1.00)
Honduras,1890,Other (1.00)
Honduras,1900,Other (1.00)
Honduras,1910,Other (1.00)
Honduras,1920,Other (1.00)
Honduras,1930,Other (1.00)
Honduras,1940,Other (1.00)
Honduras,1950,Other (1.00)
Honduras,1960,Other (1.00)
Honduras,1970,Other (1.00)
Honduras,1980,Other (1.00)
Honduras,1990,Other (1.00)
Honduras,2000,Other (1.00)
Honduras,2010,Other (1.00)
Honduras,2020,Other (1.00)
Hungary,1750,Other (1.00)
Hungary,1760,Other (1.00)
Hungary,1770,Other (1.00)
Hungary,1780,Other (1.00)
Hungary,1790,Other (1.00)
Hungary,1800,Other (1.00)
Hungary,1810,Other (1.00)
Hungary,1820,Other (1.00)
Hungary,1830,Other (1.00)
Hungary,1840,Other (1.00)
Hungary,1850,Other (1.00)
Hungary,1860,Other (1.00)
Hungary,1870,Other (1.00)
Hungary,1880,Other (1.00)
Hungary,1890,Other (1.00)
Hungary,1900,Other (1.00)
Hungary,1910,Other (1.00)
Hungary,1920,Other (1.00)
Hungary,1930,Other (1.00)
Hungary,1940,Other (1.00)
Hungary,1950,Other (1.00)
Hungary,1960,USSR + Aligned (1.00)
Hungary,1970,USSR + Aligned (1.00)
Hungary,1980,USSR + Aligned (1.00)
Hungary,1990,Other (1.00)
Hungary,2000,Other (1.00)
Hungary,2010,Other (1.00)
Hungary,2020,Other (1.00)
Iceland,1750,Other (1.00)
Iceland,1760,Other (1.00)
Iceland,1770,Other (1.00)
Iceland,1780,Other (1.00)
Iceland,1790,Other (1.00)
Iceland,1800,Other (1.00)
Iceland,1810,Other (1.00)
Iceland,1820,Other (1.00)
Iceland,1830,Other (1.00)
Iceland,1840,Other (1.00)
Iceland,1850,Other (1.00)
Iceland,1860,Other (1.00)
Iceland,1870,Other (1.00)
Iceland,1880,Other (1.00)
Iceland,1890,Other (1.00)
Iceland,1900,Other (1.00)
Iceland,1910,Other (1.00)
Iceland,1920,Other (1.00)
Iceland,1930,Other (1.00)
Iceland,1940,Other (1.00)
Iceland,1950,NATO + Aligned (1.00)
Iceland,1960,NATO + Aligned (1.00)
Iceland,1970,NATO + Aligned (1.00)
Iceland,1980,NATO + Aligned (1.00)
Iceland,1990,NATO + Aligned (1.00)
Iceland,2000,NATO + Aligned (1.00)
Iceland,2010,NATO + Aligned (1.00)
Iceland,2020,NATO + Aligned (1.00)
India,1750,Independent India (1.00)
India,1760,Independent India (0.95) / British Empire (0.05)
India,1770,Independent India (0.85) / British Empire (0.15)
India,1780,Independent India (0.75) / British Empire (0.25)
India,1790,Independent India (0.65) / British Empire (0.35)
India,1800,British Empire (0.55) / Independent India (0.45)
India,1810,British Empire (0.65) / Independent India (0.35)
India,1820,British Empire (0.75) / Independent India (0.25)
India,1830,British Empire (0.85) / Independent India (0.15)
India,1840,British Empire (0.90) / Independent India (0.10)
India,1850,British Empire (0.95) / Independent India (0.05)
India,1860,British Empire (1.00)
India,1870,British Empire (1.00)
India,1880,British Empire (1.00)
India,1890,British Empire (1.00)
India,1900,British Empire (1.00)
India,1910,British Empire (1.00)
India,1920,British Empire (1.00)
India,1930,British Empire (1.00)
India,1940,British Empire (1.00)
India,1950,Independent India (1.00)
India,1960,Independent India (1.00)
India,1970,Independent India (1.00)
India,1980,Independent India (1.00)
India,1990,Independent India (1.00)
India,2000,Independent India (1.00)
India,2010,Independent India (1.00)
India,2020,Independent India (1.00)
Iraq,1750,Ottoman Empire (1.00)
Iraq,1760,Ottoman Empire (1.00)
Iraq,1770,Ottoman Empire (1.00)
Iraq,1780,Ottoman Empire (1.00)
Iraq,1790,Ottoman Empire (1.00)
Iraq,1800,Ottoman Empire (1.00)
Iraq,1810,Ottoman Empire (1.00)
Iraq,1820,Ottoman Empire (1.00)
Iraq,1830,Ottoman Empire (1.00)
Iraq,1840,Ottoman Empire (1.00)
Iraq,1850,Ottoman Empire (1.00)
Iraq,1860,Ottoman Empire (1.00)
Iraq,1870,Ottoman Empire (1.00)
Iraq,1880,Ottoman Empire (1.00)
Iraq,1890,Ottoman Empire (1.00)
Iraq,1900,Ottoman Empire (1.00)
Iraq,1910,Ottoman Empire (1.00)
Iraq,1920,Other (1.00)
Iraq,1930,Other (1.00)
Iraq,1940,Other (1.00)
Iraq,1950,Other (1.00)
Iraq,1960,Other (1.00)
Iraq,1970,Other (1.00)
Iraq,1980,Other (1.00)
Iraq,1990,Other (1.00)
Iraq,2000,Other (1.00)
Iraq,2010,Other (1.00)
Iraq,2020,Other (1.00)
Israel,1750,Ottoman Empire (1.00)
Israel,1760,Ottoman Empire (1.00)
Israel,1770,Ottoman Empire (1.00)
Israel,1780,Ottoman Empire (1.00)
Israel,1790,Ottoman Empire (1.00)
Israel,1800,Ottoman Empire (1.00)
Israel,1810,Ottoman Empire (1.00)
Israel,1820,Ottoman Empire (1.00)
Israel,1830,Ottoman Empire (1.00)
Israel,1840,Ottoman Empire (1.00)
Israel,1850,Ottoman Empire (1.00)
Israel,1860,Ottoman Empire (1.00)
Israel,1870,Ottoman Empire (1.00)
Israel,1880,Ottoman Empire (1.00)
Israel,1890,Ottoman Empire (1.00)
Israel,1900,Ottoman Empire (1.00)
Israel,1910,Ottoman Empire (1.00)
Israel,1920,Other (1.00)
Israel,1930,Other (1.00)
Israel,1940,Other (1.00)
Israel,1950,Other (1.00)
Israel,1960,Other (1.00)
Israel,1970,Other (1.00)
Israel,1980,Other (1.00)
Israel,1990,Other (1.00)
Israel,2000,Other (1.00)
Israel,2010,Other (1.00)
Israel,2020,Other (1.00)
Italy,1750,Other (1.00)
Italy,1760,Other (1.00)
Italy,1770,Other (1.00)
Italy,1780,Other (1.00)
Italy,1790,Other (1.00)
Italy,1800,Other (1.00)
Italy,1810,Other (1.00)
Italy,1820,Other (1.00)
Italy,1830,Other (1.00)
Italy,1840,Other (1.00)
Italy,1850,Other (1.00)
Italy,1860,Other (1.00)
Italy,1870,Other (1.00)
Italy,1880,Other (1.00)
Italy,1890,Other (1.00)
Italy,1900,Other (1.00)
Italy,1910,Other (1.00)
Italy,1920,Other (1.00)
Italy,1930,Other (1.00)
Italy,1940,Other (1.00)
Italy,1950,NATO + Aligned (1.00)
Italy,1960,NATO + Aligned (1.00)
Italy,1970,NATO + Aligned (1.00)
Italy,1980,NATO + Aligned (1.00)
Italy,1990,NATO + Aligned (1.00)
Italy,2000,NATO + Aligned (1.00)
Italy,2010,NATO + Aligned (1.00)
Italy,2020,NATO + Aligned (1.00)
Jordan,1750,Ottoman Empire (1.00)
Jordan,1760,Ottoman Empire (1.00)
Jordan,1770,Ottoman Empire (1.00)
Jordan,1780,Ottoman Empire (1.00)
Jordan,1790,Ottoman Empire (1.00)
Jordan,1800,Ottoman Empire (1.00)
Jordan,1810,Ottoman Empire (1.00)
Jordan,1820,Ottoman Empire (1.00)
Jordan,1830,Ottoman Empire (1.00)
Jordan,1840,Ottoman Empire (1.00)
Jordan,1850,Ottoman Empire (1.00)
Jordan,1860,Ottoman Empire (1.00)
Jordan,1870,Ottoman Empire (1.00)
Jordan,1880,Ottoman Empire (1.00)
Jordan,1890,Ottoman Empire (1.00)
Jordan,1900,Ottoman Empire (1.00)
Jordan,1910,Ottoman Empire (1.00)
Jordan,1920,Other (1.00)
Jordan,1930,Other (1.00)
Jordan,1940,Other (1.00)
Jordan,1950,Other (1.00)
Jordan,1960,Other (1.00)
Jordan,1970,Other (1.00)
Jordan,1980,Other (1.00)
Jordan,1990,Other (1.00)
Jordan,2000,Other (1.00)
Jordan,2010,Other (1.00)
Jordan,2020,Other (1.00)
Kazakhstan,1750,Other (1.00)
Kazakhstan,1760,Other (1.00)
Kazakhstan,1770,Other (1.00)
Kazakhstan,1780,Other (1.00)
Kazakhstan,1790,Other (1.00)
Kazakhstan,1800,Other (1.00)
Kazakhstan,1810,Other (1.00)
Kazakhstan,1820,Other (1.00)
Kazakhstan,1830,Other (1.00)
Kazakhstan,1840,Other (1.00)
Kazakhstan,1850,Other (1.00)
Kazakhstan,1860,Other (1.00)
Kazakhstan,1870,Other (1.00)
Kazakhstan,1880,Other (1.00)
Kazakhstan,1890,Other (1.00)
Kazakhstan,1900,Other (1.00)
Kazakhstan,1910,Other (1.00)
Kazakhstan,1920,USSR + Aligned (1.00)
Kazakhstan,1930,USSR + Aligned (1.00)
Kazakhstan,1940,USSR + Aligned (1.00)
Kazakhstan,1950,USSR + Aligned (1.00)
Kazakhstan,1960,USSR + Aligned (1.00)
Kazakhstan,1970,USSR + Aligned (1.00)
Kazakhstan,1980,USSR + Aligned (1.00)
Kazakhstan,1990,Other (0.50) / USSR + Aligned (0.50)
Kazakhstan,2000,Other (1.00)
Kazakhstan,2010,Other (1.00)
Kazakhstan,2020,Other (1.00)
Kyrgyzstan,1750,Other (1.00)
Kyrgyzstan,1760,Other (1.00)
Kyrgyzstan,1770,Other (1.00)
Kyrgyzstan,1780,Other (1.00)
Kyrgyzstan,1790,Other (1.00)
Kyrgyzstan,1800,Other (1.00)
Kyrgyzstan,1810,Other (1.00)
Kyrgyzstan,1820,Other (1.00)
Kyrgyzstan,1830,Other (1.00)
Kyrgyzstan,1840,Other (1.00)
Kyrgyzstan,1850,Other (1.00)
Kyrgyzstan,1860,Other (1.00)
Kyrgyzstan,1870,Other (1.00)
Kyrgyzstan,1880,Other (1.00)
Kyrgyzstan,1890,Other (1.00)
Kyrgyzstan,1900,Other (1.00)
Kyrgyzstan,1910,Other (1.00)
Kyrgyzstan,1920,USSR + Aligned (1.00)
Kyrgyzstan,1930,USSR + Aligned (1.00)
Kyrgyzstan,1940,USSR + Aligned (1.00)
Kyrgyzstan,1950,USSR + Aligned (1.00)
Kyrgyzstan,1960,USSR + Aligned (1.00)
Kyrgyzstan,1970,USSR + Aligned (1.00)
Kyrgyzstan,1980,USSR + Aligned (1.00)
Kyrgyzstan,1990,Other (0.50) / USSR + Aligned (0.50)
Kyrgyzstan,2000,Other (1.00)
Kyrgyzstan,2010,Other (1.00)
Kyrgyzstan,2020,Other (1.00)
Laos,1750,Other (1.00)
Laos,1760,Other (1.00)
Laos,1770,Other (1.00)
Laos,1780,Other (1.00)
Laos,1790,Other (1.00)
Laos,1800,Other (1.00)
Laos,1810,Other (1.00)
Laos,1820,Other (1.00)
Laos,1830,Other (1.00)
Laos,1840,Other (1.00)
Laos,1850,Other (1.00)
Laos,1860,Other (1.00)
Laos,1870,Other (1.00)
Laos,1880,Other (1.00)
Laos,1890,French Empire (1.00)
Laos,1900,French Empire (1.00)
Laos,1910,French Empire (1.00)
Laos,1920,French Empire (1.00)
Laos,1930,French Empire (1.00)
Laos,1940,French Empire (1.00)
Laos,1950,French Empire (1.00)
Laos,1960,Other (1.00)
Laos,1970,Other (1.00)
Laos,1980,Other (1.00)
Laos,1990,Other (1.00)
Laos,2000,Other (1.00)
Laos,2010,Other (1.00)
Laos,2020,Other (1.00)
Latvia,1750,Other (1.00)
Latvia,1760,Other (1.00)
Latvia,1770,Other (1.00)
Latvia,1780,Other (1.00)
Latvia,1790,Other (1.00)
Latvia,1800,Other (1.00)
Latvia,1810,Other (1.00)
Latvia,1820,Other (1.00)
Latvia,1830,Other (1.00)
Latvia,1840,Other (1.00)
Latvia,1850,Other (1.00)
Latvia,1860,Other (1.00)
Latvia,1870,Other (1.00)
Latvia,1880,Other (1.00)
Latvia,1890,Other (1.00)
Latvia,1900,Other (1.00)
Latvia,1910,Other (1.00)
Latvia,1920,USSR + Aligned (1.00)
Latvia,1930,USSR + Aligned (1.00)
Latvia,1940,USSR + Aligned (1.00)
Latvia,1950,USSR + Aligned (1.00)
Latvia,1960,USSR + Aligned (1.00)
Latvia,1970,USSR + Aligned (1.00)
Latvia,1980,USSR + Aligned (1.00)
Latvia,1990,Other (0.50) / USSR + Aligned (0.50)
Latvia,2000,Other (1.00)
Latvia,2010,Other (1.00)
Latvia,2020,Other (1.00)
Lebanon,1750,Ottoman Empire (1.00)
Lebanon,1760,Ottoman Empire (1.00)
Lebanon,1770,Ottoman Empire (1.00)
Lebanon,1780,Ottoman Empire (1.00)
Lebanon,1790,Ottoman Empire (1.00)
Lebanon,1800,Ottoman Empire (1.00)
Lebanon,1810,Ottoman Empire (1.00)
Lebanon,1820,Ottoman Empire (1.00)
Lebanon,1830,Ottoman Empire (1.00)
Lebanon,1840,Ottoman Empire (1.00)
Lebanon,1850,Ottoman Empire (1.00)
Lebanon,1860,Ottoman Empire (1.00)
Lebanon,1870,Ottoman Empire (1.00)
Lebanon,1880,Ottoman Empire (1.00)
Lebanon,1890,Ottoman Empire (1.00)
Lebanon,1900,Ottoman Empire (1.00)
Lebanon,1910,Ottoman Empire (1.00)
Lebanon,1920,Other (1.00)
Lebanon,1930,Other (1.00)
Lebanon,1940,Other (1.00)
Lebanon,1950,Other (1.00)
Lebanon,1960,Other (1.00)
Lebanon,1970,Other (1.00)
Lebanon,1980,Other (1.00)
Lebanon,1990,Other (1.00)
Lebanon,2000,Other (1.00)
Lebanon,2010,Other (1.00)
Lebanon,2020,Other (1.00)
Lithuania,1750,Other (1.00)
Lithuania,1760,Other (1.00)
Lithuania,1770,Other (1.00)
Lithuania,1780,Other (1.00)
Lithuania,1790,Other (1.00)
Lithuania,1800,Other (1.00)
Lithuania,1810,Other (1.00)
Lithuania,1820,Other (1.00)
Lithuania,1830,Other (1.00)
Lithuania,1840,Other (1.00)
Lithuania,1850,Other (1.00)
Lithuania,1860,Other (1.00)
Lithuania,1870,Other (1.00)
Lithuania,1880,Other (1.00)
Lithuania,1890,Other (1.00)
Lithuania,1900,Other (1.00)
Lithuania,1910,Other (1.00)
Lithuania,1920,USSR + Aligned (1.00)
Lithuania,1930,USSR + Aligned (1.00)
Lithuania,1940,USSR + Aligned (1.00)
Lithuania,1950,USSR + Aligned (1.00)
Lithuania,1960,USSR + Aligned (1.00)
Lithuania,1970,USSR + Aligned (1.00)
Lithuania,1980,USSR + Aligned (1.00)
Lithuania,1990,Other (0.50) / USSR + Aligned (0.50)
Lithuania,2000,Other (1.00)
Lithuania,2010,Other (1.00)
Lithuania,2020,Other (1.00)
Luxembourg,1750,Other (1.00)
Luxembourg,1760,Other (1.00)
Luxembourg,1770,Other (1.00)
Luxembourg,1780,Other (1.00)
Luxembourg,1790,Other (1.00)
Luxembourg,1800,Other (1.00)
Luxembourg,1810,Other (1.00)
Luxembourg,1820,Other (1.00)
Luxembourg,1830,Other (1.00)
Luxembourg,1840,Other (1.00)
Luxembourg,1850,Other (1.00)
Luxembourg,1860,Other (1.00)
Luxembourg,1870,Other (1.00)
Luxembourg,1880,Other (1.00)
Luxembourg,1890,Other (1.00)
Luxembourg,1900,Other (1.00)
Luxembourg,1910,Other (1.00)
Luxembourg,1920,Other (1.00)
Luxembourg,1930,Other (1.00)
Luxembourg,1940,Other (1.00)
Luxembourg,1950,NATO + Aligned (1.00)
Luxembourg,1960,NATO + Aligned (1.00)
Luxembourg,1970,NATO + Aligned (1.00)
Luxembourg,1980,NATO + Aligned (1.00)
Luxembourg,1990,NATO + Aligned (1.00)
Luxembourg,2000,NATO + Aligned (1.00)
Luxembourg,2010,NATO + Aligned (1.00)
Luxembourg,2020,NATO + Aligned (1.00)
Mali,1750,Other (1.00)
Mali,1760,Other (1.00)
Mali,1770,Other (1.00)
Mali,1780,Other (1.00)
Mali,1790,Other (1.00)
Mali,1800,Other (1.00)
Mali,1810,Other (1.00)
Mali,1820,Other (1.00)
Mali,1830,Other (1.00)
Mali,1840,Other (1.00)
Mali,1850,Other (1.00)
Mali,1860,Other (1.00)
Mali,1870,Other (1.00)
Mali,1880,Other (1.00)
Mali,1890,Other (1.00)
Mali,1900,French Empire (1.00)
Mali,1910,French Empire (1.00)
Mali,1920,French Empire (1.00)
Mali,1930,French Empire (1.00)
Mali,1940,French Empire (1.00)
Mali,1950,French Empire (1.00)
Mali,1960,French Empire (0.50) / Other (0.50)
Mali,1970,Other (1.00)
Mali,1980,Other (1.00)
Mali,1990,Other (1.00)
Mali,2000,Other (1.00)
Mali,2010,Other (1.00)
Mali,2020,Other (1.00)
Mauritania,1750,Other (1.00)
Mauritania,1760,Other (1.00)
Mauritania,1770,Other (1.00)
Mauritania,1780,Other (1.00)
Mauritania,1790,Other (1.00)
Mauritania,1800,Other (1.00)
Mauritania,1810,Other (1.00)
Mauritania,1820,Other (1.00)
Mauritania,1830,Other (1.00)
Mauritania,1840,Other (1.00)
Mauritania,1850,Other (1.00)
Mauritania,1860,Other (1.00)
Mauritania,1870,Other (1.00)
Mauritania,1880,Other (1.00)
Mauritania,1890,Other (1.00)
Mauritania,1900,French Empire (1.00)
Mauritania,1910,French Empire (1.00)
Mauritania,1920,French Empire (1.00)
Mauritania,1930,French Empire (1.00)
Mauritania,1940,French Empire (1.00)
Mauritania,1950,French Empire (1.00)
Mauritania,1960,French Empire (0.50) / Other (0.50)
Mauritania,1970,Other (1.00)
Mauritania,1980,Other (1.00)
Mauritania,1990,Other (1.00)
Mauritania,2000,Other (1.00)
Mauritania,2010,Other (1.00)
Mauritania,2020,Other (1.00)
Mexico,1750,Spanish Empire (1.00)
Mexico,1760,Spanish Empire (1.00)
Mexico,1770,Spanish Empire (1.00)
Mexico,1780,Spanish Empire (1.00)
Mexico,1790,Spanish Empire (1.00)
Mexico,1800,Spanish Empire (1.00)
Mexico,1810,Spanish Empire (0.80) / Other (0.20)
Mexico,1820,Other (0.60) / Spanish Empire (0.40)
Mexico,1830,Other (1.00)
Mexico,1840,Other (1.00)
Mexico,1850,Other (1.00)
Mexico,1860,Other (1.00)
Mexico,1870,Other (1.00)
Mexico,1880,Other (1.00)
Mexico,1890,Other (1.00)
Mexico,1900,Other (1.00)
Mexico,1910,Other (1.00)
Mexico,1920,Other (1.00)
Mexico,1930,Other (1.00)
Mexico,1940,Other (1.00)
Mexico,1950,Other (1.00)
Mexico,1960,Other (1.00)
Mexico,1970,Other (1.00)
Mexico,1980,Other (1.00)
Mexico,1990,Other (1.00)
Mexico,2000,Other (1.00)
Mexico,2010,Other (1.00)
Mexico,2020,Other (1.00)
Moldova,1750,Other (1.00)
Moldova,1760,Other (1.00)
Moldova,1770,Other (1.00)
Moldova,1780,Other (1.00)
Moldova,1790,Other (1.00)
Moldova,1800,Other (1.00)
Moldova,1810,Other (1.00)
Moldova,1820,Other (1.00)
Moldova,1830,Other (1.00)
Moldova,1840,Other (1.00)
Moldova,1850,Other (1.00)
Moldova,1860,Other (1.00)
Moldova,1870,Other (1.00)
Moldova,1880,Other (1.00)
Moldova,1890,Other (1.00)
Moldova,1900,Other (1.00)
Moldova,1910,Other (1.00)
Moldova,1920,USSR + Aligned (1.00)
Moldova,1930,USSR + Aligned (1.00)
Moldova,1940,USSR + Aligned (1.00)
Moldova,1950,USSR + Aligned (1.00)
Moldova,1960,USSR + Aligned (1.00)
Moldova,1970,USSR + Aligned (1.00)
Moldova,1980,USSR + Aligned (1.00)
Moldova,1990,Other (0.50) / USSR + Aligned (0.50)
Moldova,2000,Other (1.00)
Moldova,2010,Other (1.00)
Moldova,2020,Other (1.00)
Montenegro,1750,Ottoman Empire (1.00)
Montenegro,1760,Ottoman Empire (1.00)
Montenegro,1770,Ottoman Empire (1.00)
Montenegro,1780,Ottoman Empire (1.00)
Montenegro,1790,Ottoman Empire (1.00)
Montenegro,1800,Ottoman Empire (1.00)
Montenegro,1810,Ottoman Empire (1.00)
Montenegro,1820,Ottoman Empire (1.00)
Montenegro,1830,Ottoman Empire (1.00)
Montenegro,1840,Ottoman Empire (1.00)
Montenegro,1850,Ottoman Empire (1.00)
Montenegro,1860,Ottoman Empire (1.00)
Montenegro,1870,Ottoman Empire (1.00)
Montenegro,1880,Other (0.80) / Ottoman Empire (0.20)
Montenegro,1890,Other (0.90) / Ottoman Empire (0.10)
Montenegro,1900,Other (1.00)
Montenegro,1910,Other (1.00)
Montenegro,1920,Other (1.00)
Montenegro,1930,Other (1.00)
Montenegro,1940,Other (1.00)
Montenegro,1950,Other (1.00)
Montenegro,1960,Other (1.00)
Montenegro,1970,Other (1.00)
Montenegro,1980,Other (1.00)
Montenegro,1990,Other (1.00)
Montenegro,2000,Other (1.00)
Montenegro,2010,Other (1.00)
Montenegro,2020,Other (1.00)
Myanmar,1750,Other (1.00)
Myanmar,1760,Other (1.00)
Myanmar,1770,Other (1.00)
Myanmar,1780,Other (1.00)
Myanmar,1790,Other (1.00)
Myanmar,1800,Other (1.00)
Myanmar,1810,Other (1.00)
Myanmar,1820,Other (1.00)
Myanmar,1830,Other (1.00)
Myanmar,1840,Other (1.00)
Myanmar,1850,Other (1.00)
Myanmar,1860,Other (0.60) / British Empire (0.40)
Myanmar,1870,British Empire (0.60) / Other (0.40)
Myanmar,1880,British Empire (0.80) / Other (0.20)
Myanmar,1890,British Empire (1.00)
Myanmar,1900,British Empire (1.00)
Myanmar,1910,British Empire (1.00)
Myanmar,1920,British Empire (1.00)
Myanmar,1930,British Empire (1.00)
Myanmar,1940,British Empire (1.00)
Myanmar,1950,Other (1.00)
Myanmar,1960,Other (1.00)
Myanmar,1970,Other (1.00)
Myanmar,1980,Other (1.00)
Myanmar,1990,Other (1.00)
Myanmar,2000,Other (1.00)
Myanmar,2010,Other (1.00)
Myanmar,2020,Other (1.00)
Netherlands,1750,Other (1.00)
Netherlands,1760,Other (1.00)
Netherlands,1770,Other (1.00)
Netherlands,1780,Other (1.00)
Netherlands,1790,Other (1.00)
Netherlands,1800,Other (1.00)
Netherlands,1810,Other (1.00)
Netherlands,1820,Other (1.00)
Netherlands,1830,Other (1.00)
Netherlands,1840,Other (1.00)
Netherlands,1850,Other (1.00)
Netherlands,1860,Other (1.00)
Netherlands,1870,Other (1.00)
Netherlands,1880,Other (1.00)
Netherlands,1890,Other (1.00)
Netherlands,1900,Other (1.00)
Netherlands,1910,Other (1.00)
Netherlands,1920,Other (1.00)
Netherlands,1930,Other (1.00)
Netherlands,1940,Other (1.00)
Netherlands,1950,NATO + Aligned (1.00)
Netherlands,1960,NATO + Aligned (1.00)
Netherlands,1970,NATO + Aligned (1.00)
Netherlands,1980,NATO + Aligned (1.00)
Netherlands,1990,NATO + Aligned (1.00)
Netherlands,2000,NATO + Aligned (1.00)
Netherlands,2010,NATO + Aligned (1.00)
Netherlands,2020,NATO + Aligned (1.00)
New Zealand,1750,Other (1.00)
New Zealand,1760,Other (1.00)
New Zealand,1770,Other (1.00)
New Zealand,1780,Other (1.00)
New Zealand,1790,Other (1.00)
New Zealand,1800,Other (1.00)
New Zealand,1810,Other (1.00)
New Zealand,1820,Other (1.00)
New Zealand,1830,Other (1.00)
New Zealand,1840,British Empire (0.60) / Other (0.40)
New Zealand,1850,British Empire (1.00)
New Zealand,1860,British Empire (1.00)
New Zealand,1870,British Empire (1.00)
New Zealand,1880,British Empire (1.00)
New Zealand,1890,British Empire (1.00)
New Zealand,1900,British Empire (1.00)
New Zealand,1910,British Empire (1.00)
New Zealand,1920,British Empire (1.00)
New Zealand,1930,British Empire (1.00)
New Zealand,1940,British Empire (1.00)
New Zealand,1950,NATO + Aligned (1.00)
New Zealand,1960,NATO + Aligned (1.00)
